"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"42101019900","Census Tract 199, Philadelphia County, Pennsylvania","Census Tract 199, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008688",,,,,"42","101",,,,"019900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101019900",,,"661884","0",4079,4079,15961.35,0.255554851991592,4079,1894,2185,4079,463,185,421,168,497,489,572,442,433,253,88,68,4079,1635,1304,59,0,0,1011,70,1362,796,171,625,134,491,566,257,309,14838,1819,1362,609,753,4072,2528,756,3284,788
"42101020000","Census Tract 200, Philadelphia County, Pennsylvania","Census Tract 200, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008689",,,,,"42","101",,,,"020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020000",,,"316676","0",1278,1278,10452.34,0.122269292367378,1278,739,539,1278,130,35,43,53,268,121,150,237,156,53,15,17,1278,132,1040,0,30,0,50,26,541,220,106,114,31,83,321,183,138,19943,775,541,137,404,1278,748,201,949,329
"42101020101","Census Tract 201.01, Philadelphia County, Pennsylvania","Census Tract 201.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008690",,,,,"42","101",,,,"020101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020101",,,"483577","0",3706,3706,19848.95,0.186710131475513,3706,1481,2225,3706,392,245,180,116,306,606,442,446,466,244,219,44,3706,292,3279,0,78,0,0,57,1698,508,118,390,78,312,1190,354,836,11904,2106,1698,441,1257,3673,1718,1093,2811,862
"42101020102","Census Tract 201.02, Philadelphia County, Pennsylvania","Census Tract 201.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008691",,,,,"42","101",,,,"020102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020102",,,"373125","0",2805,2805,19470.46,0.144064374043432,2805,1288,1517,2805,225,162,124,52,364,306,368,361,476,219,97,51,2805,183,2589,0,0,6,27,0,1221,516,183,333,9,324,705,323,382,29036,1718,1221,439,782,2805,812,813,1625,1180
"42101020200","Census Tract 202, Philadelphia County, Pennsylvania","Census Tract 202, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008692",,,,,"42","101",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020200",,,"756814","0",4158,4158,14229.61,0.292207531463466,4158,1858,2300,4158,361,275,111,136,345,368,497,588,636,370,135,336,4158,361,3753,0,5,0,13,26,2109,587,207,380,151,229,1522,542,980,14751,2655,2109,890,1219,4109,1891,867,2758,1351
"42101020300","Census Tract 203, Philadelphia County, Pennsylvania","Census Tract 203, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008693",,,,,"42","101",,,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020300",,,"508176","0",2786,2786,14199.23,0.196207858878111,2786,1354,1432,2786,285,143,179,95,273,358,231,486,425,199,78,34,2786,223,2268,18,0,0,193,84,987,511,37,474,77,397,476,266,210,19436,1361,987,441,546,2753,1271,526,1797,956
"42101020400","Census Tract 204, Philadelphia County, Pennsylvania","Census Tract 204, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008694",,,,,"42","101",,,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020400",,,"407372","0",2494,2494,15856.34,0.157287215230341,2494,1147,1347,2494,169,187,109,105,248,163,345,392,353,305,43,75,2494,160,2263,0,1,0,51,19,1119,500,183,317,56,261,619,158,461,21495,1401,1119,483,636,2494,856,831,1687,807
"42101020500","Census Tract 205, Philadelphia County, Pennsylvania","Census Tract 205, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008695",,,,,"42","101",,,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020500",,,"1429510","0",2505,2505,4538.562,0.551936920171059,2505,1204,1301,2505,0,129,186,68,139,421,322,386,404,231,140,79,2505,206,2088,7,92,0,17,95,1229,451,154,297,29,268,778,235,543,16761,1476,1229,464,765,2493,809,904,1713,780
"42101020600","Census Tract 206, Philadelphia County, Pennsylvania","Census Tract 206, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008696",,,,,"42","101",,,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020600",,,"1295848","56842",1577,1577,3151.921,0.500329731257442,1577,715,862,1577,86,7,75,29,284,294,137,172,177,163,114,39,1577,824,481,0,184,0,57,31,714,281,193,88,22,66,433,218,215,45469,920,714,191,523,1406,340,124,464,942
"42101020700","Census Tract 207, Philadelphia County, Pennsylvania","Census Tract 207, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008697",,,,,"42","101",,,,"020700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020700",,,"1428274","99543",5849,5849,10606.4,0.55145969788277,5849,2904,2945,5849,349,171,111,69,990,1864,657,524,525,262,210,117,5849,4379,718,0,338,0,95,319,2292,868,591,277,91,186,1424,706,718,65385,2481,2292,1271,1021,5272,888,280,1168,4104
"42101020800","Census Tract 208, Philadelphia County, Pennsylvania","Census Tract 208, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008698",,,,,"42","101",,,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020800",,,"880647","0",2226,2226,6546.679,0.340019722099099,2226,957,1269,2226,38,50,18,41,492,632,150,296,182,125,142,60,2226,1065,840,0,269,0,11,41,1116,264,151,113,36,77,852,295,557,45566,1370,1116,238,878,1954,527,143,670,1284
"42101020900","Census Tract 209, Philadelphia County, Pennsylvania","Census Tract 209, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008699",,,,,"42","101",,,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020900",,,"509953","35428",2559,2559,12996.84,0.196893962443069,2559,1224,1335,2559,250,9,59,13,359,913,331,182,198,116,71,58,2559,2268,171,0,46,0,52,22,1196,449,348,101,18,83,747,338,409,57188,1368,1196,553,643,2549,319,277,596,1953
"42101021000","Census Tract 210, Philadelphia County, Pennsylvania","Census Tract 210, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008700",,,,,"42","101",,,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021000",,,"858223","55719",5042,5042,15216,0.331361766927105,5042,2374,2668,5042,183,82,67,115,769,1653,514,599,450,394,54,162,5042,4424,445,40,16,0,25,92,2047,1013,767,246,63,183,1034,522,512,59063,2419,2047,1183,864,5037,1197,633,1830,3207
"42101021100","Census Tract 211, Philadelphia County, Pennsylvania","Census Tract 211, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008701",,,,,"42","101",,,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021100",,,"540313","0",2473,2473,11854.31,0.208616024475789,2473,1176,1297,2473,142,36,111,47,266,616,348,293,233,165,95,121,2473,2091,178,0,78,0,50,76,1041,533,404,129,49,80,508,270,238,63516,1142,1041,602,439,2460,300,267,567,1893
"42101021200","Census Tract 212, Philadelphia County, Pennsylvania","Census Tract 212, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008702",,,,,"42","101",,,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021200",,,"515705","0",2516,2516,12635.92,0.199114822153616,2516,1239,1277,2516,146,153,107,108,244,679,226,285,282,227,14,45,2516,1887,323,0,234,0,10,62,1041,539,415,124,29,95,502,194,308,66118,1091,1041,632,409,2516,200,341,541,1975
"42101021300","Census Tract 213, Philadelphia County, Pennsylvania","Census Tract 213, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008703",,,,,"42","101",,,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021300",,,"538876","0",3859,3859,18547.43,0.208061195650327,3859,2042,1817,3859,256,187,174,81,393,1286,447,291,331,246,86,81,3859,3482,107,17,54,0,0,199,1360,603,387,216,75,141,757,453,304,67195,1531,1360,791,569,3812,379,719,1098,2714
"42101021400","Census Tract 214, Philadelphia County, Pennsylvania","Census Tract 214, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008704",,,,,"42","101",,,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021400",,,"607138","56535",4349,4349,18552.38,0.234417302319547,4349,2682,1667,4349,115,66,57,22,875,2092,268,227,327,202,64,34,4349,3660,515,29,36,0,0,109,1595,557,371,186,38,148,1038,660,378,68750,1849,1595,683,912,4349,882,741,1623,2726
"42101021500","Census Tract 215, Philadelphia County, Pennsylvania","Census Tract 215, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008705",,,,,"42","101",,,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021500",,,"1003279","40236",3855,3855,9951.771,0.387368204022567,3855,1816,2039,3855,208,38,122,178,542,1346,295,543,328,168,48,39,3855,3247,131,11,225,0,30,211,1615,776,541,235,30,205,839,387,452,70223,1823,1615,928,687,3855,602,437,1039,2816
"42101021600","Census Tract 216, Philadelphia County, Pennsylvania","Census Tract 216, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008706",,,,,"42","101",,,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021600",,,"1991850","111706",2368,2368,3079.093,0.769057617255369,2368,1163,1205,2368,150,59,91,47,178,584,413,322,255,125,119,25,2368,1736,384,0,79,0,46,123,1001,428,277,151,40,111,573,308,265,71280,1054,1001,382,619,2368,392,297,689,1679
"42101021700","Census Tract 217, Philadelphia County, Pennsylvania","Census Tract 217, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008707",,,,,"42","101",,,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021700",,,"1559576","0",5994,5994,9954.236,0.602155685663408,5994,2614,3380,5994,288,424,178,60,155,1097,947,795,834,612,361,243,5994,4825,628,0,223,0,0,318,2436,1506,1371,135,35,100,930,346,584,80920,2550,2436,1872,564,5951,211,1132,1343,4608
"42101021800","Census Tract 218, Philadelphia County, Pennsylvania","Census Tract 218, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008708",,,,,"42","101",,,,"021800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021800",,,"996088","0",4958,4958,12891.59,0.384591743282208,4958,2268,2690,4958,482,230,268,38,378,1655,641,231,562,285,146,42,4958,3037,1321,0,253,29,206,112,2217,1009,642,367,65,302,1208,672,536,51815,2381,2217,629,1588,4882,925,707,1632,3250
"42101021900","Census Tract 219, Philadelphia County, Pennsylvania","Census Tract 219, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008709",,,,,"42","101",,,,"021900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021900",,,"1410069","51091",1428,1428,2622.923,0.544430707787063,1428,674,754,1428,109,54,41,10,53,263,201,233,236,137,86,5,1428,1292,49,0,26,0,37,24,656,341,265,76,19,57,315,101,214,74167,728,656,515,141,1428,80,119,199,1229
"42101022000","Census Tract 220, Philadelphia County, Pennsylvania","Census Tract 220, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008710",,,,,"42","101",,,,"022000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101022000",,,"2944018","99558",1623,1623,1427.828,1.13669175301198,1623,691,932,1623,90,62,80,48,61,103,149,170,227,208,227,198,1623,1321,249,0,48,0,0,5,679,374,345,29,6,23,305,87,218,102298,748,679,481,198,1506,20,81,101,1405
"42101023100","Census Tract 231, Philadelphia County, Pennsylvania","Census Tract 231, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008711",,,,,"42","101",,,,"023100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023100",,,"732803","1270",1323,1323,4675.956,0.282936832139763,1323,607,716,1323,87,95,103,68,40,125,175,246,172,140,56,16,1323,1280,4,6,12,0,13,8,496,368,335,33,13,20,128,38,90,149211,560,496,283,213,1323,10,39,49,1274
"42101023500","Census Tract 235, Philadelphia County, Pennsylvania","Census Tract 235, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008712",,,,,"42","101",,,,"023500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023500",,,"775430","0",1282,1282,4281.966,0.299395209553094,1282,619,663,1282,89,57,53,25,49,213,100,254,217,136,40,49,1282,715,397,0,69,0,9,92,560,352,267,85,29,56,208,118,90,65500,577,560,342,218,1282,119,224,343,939
"42101023600","Census Tract 236, Philadelphia County, Pennsylvania","Census Tract 236, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008713",,,,,"42","101",,,,"023600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023600",,,"978096","0",2356,2356,6238.664,0.377644992949774,2356,992,1364,2356,85,90,122,44,112,210,247,349,428,367,157,145,2356,1330,874,0,37,0,44,71,1070,543,455,88,0,88,527,213,314,67759,1229,1070,582,488,2115,219,130,349,1766
"42101023700","Census Tract 237, Philadelphia County, Pennsylvania","Census Tract 237, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008714",,,,,"42","101",,,,"023700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023700",,,"1072973","0",5058,5058,12209.22,0.414277209006374,5058,2287,2771,5058,343,240,206,220,216,680,830,733,592,590,282,126,5058,1448,2970,0,50,0,21,569,2045,1039,735,304,54,250,1006,212,794,53799,2400,2045,911,1134,4882,437,791,1228,3654
"42101023800","Census Tract 238, Philadelphia County, Pennsylvania","Census Tract 238, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008715",,,,,"42","101",,,,"023800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023800",,,"781630","0",4063,4063,13463.05,0.301789043038037,4063,1985,2078,4063,276,179,161,81,130,907,487,634,390,484,208,126,4063,1226,2345,0,45,0,48,399,1779,693,450,243,117,126,1086,574,512,56103,2360,1779,759,1020,3892,489,630,1119,2773
"42101023900","Census Tract 239, Philadelphia County, Pennsylvania","Census Tract 239, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008716",,,,,"42","101",,,,"023900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023900",,,"486037","2704",1282,1282,6831.506,0.18765994282599,1282,530,752,1282,33,0,0,0,90,287,202,64,279,214,96,17,1282,500,588,0,116,0,57,21,954,184,145,39,0,39,770,339,431,21667,1317,954,222,732,1282,365,306,671,611
"42101024000","Census Tract 240, Philadelphia County, Pennsylvania","Census Tract 240, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008717",,,,,"42","101",,,,"024000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024000",,,"617080","0",3725,3725,15634.45,0.238255930143306,3725,1618,2107,3725,189,178,122,84,252,804,488,557,562,296,135,58,3725,1514,1667,0,137,0,191,216,1496,612,309,303,59,244,884,360,524,41887,1911,1496,622,874,3715,975,635,1610,2105
"42101024100","Census Tract 241, Philadelphia County, Pennsylvania","Census Tract 241, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008718",,,,,"42","101",,,,"024100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024100",,,"407855","0",1579,1579,10027.07,0.157473702580861,1579,782,797,1579,18,88,60,3,52,186,150,187,313,191,215,116,1579,419,1041,0,6,0,23,90,691,173,83,90,11,79,518,202,316,15506,808,691,136,555,1386,606,359,965,421
"42101024200","Census Tract 242, Philadelphia County, Pennsylvania","Census Tract 242, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008719",,,,,"42","101",,,,"024200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024200",,,"532060","0",3270,3270,15917.87,0.20542952322559,3270,1360,1910,3270,120,156,242,131,256,428,364,516,640,258,78,81,3270,325,2816,0,0,0,95,34,1690,663,325,338,11,327,1027,453,574,22738,2101,1690,637,1053,3237,1103,558,1661,1576
"42101024300","Census Tract 243, Philadelphia County, Pennsylvania","Census Tract 243, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008720",,,,,"42","101",,,,"024300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024300",,,"679035","0",3472,3472,13242.97,0.262176890394859,3472,1745,1727,3472,289,291,274,158,242,540,362,443,460,263,103,47,3472,576,2738,41,32,8,0,77,1461,663,276,387,73,314,798,309,489,30382,1915,1461,673,788,3460,1111,946,2057,1403
"42101024400","Census Tract 244, Philadelphia County, Pennsylvania","Census Tract 244, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008721",,,,,"42","101",,,,"024400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024400",,,"421189","0",2993,2993,18404.64,0.162621988982188,2993,1177,1816,2993,256,114,156,171,325,545,350,307,456,123,151,39,2993,278,2584,18,0,0,0,113,1100,517,246,271,15,256,583,279,304,26489,1383,1100,467,633,2993,1043,835,1878,1115
"42101024500","Census Tract 245, Philadelphia County, Pennsylvania","Census Tract 245, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008722",,,,,"42","101",,,,"024500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024500",,,"801001","0",3665,3665,11850.55,0.309268228269784,3665,1704,1961,3665,323,269,236,138,563,407,315,361,522,343,179,9,3665,361,3243,23,0,0,38,0,1570,709,163,546,65,481,861,322,539,15500,1923,1570,581,989,3645,2149,408,2557,1088
"42101024600","Census Tract 246, Philadelphia County, Pennsylvania","Census Tract 246, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008723",,,,,"42","101",,,,"024600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024600",,,"621264","0",2980,2980,12423.32,0.239871381643467,2980,1171,1809,2980,441,250,146,165,272,319,486,340,276,150,119,16,2980,328,2483,0,0,0,113,56,1014,584,111,473,0,473,430,157,273,22143,1375,1014,286,728,2883,1181,1106,2287,596
"42101024700","Census Tract 247, Philadelphia County, Pennsylvania","Census Tract 247, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008724",,,,,"42","101",,,,"024700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024700",,,"941266","0",4201,4201,11559.47,0.363424849844864,4201,1896,2305,4201,240,417,170,235,360,577,423,618,569,361,182,49,4201,324,3515,0,15,0,0,347,1584,641,195,446,40,406,943,367,576,22111,2001,1584,760,824,4115,1383,981,2364,1751
"42101024800","Census Tract 248, Philadelphia County, Pennsylvania","Census Tract 248, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008725",,,,,"42","101",,,,"024800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024800",,,"319263","0",2300,2300,18658.51,0.123268138694079,2300,1181,1119,2300,141,265,149,116,225,297,228,395,232,142,101,9,2300,23,2213,0,0,0,51,13,729,447,189,258,51,207,282,181,101,36979,839,729,525,204,2286,537,605,1142,1144
"42101024900","Census Tract 249, Philadelphia County, Pennsylvania","Census Tract 249, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008726",,,,,"42","101",,,,"024900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024900",,,"325198","0",2715,2715,21623.19,0.125559655102649,2715,1060,1655,2715,165,135,278,84,306,230,377,305,410,246,104,75,2715,21,2679,2,0,0,0,13,1118,617,120,497,48,449,501,178,323,28417,1428,1118,765,353,2710,1071,646,1717,993
"42101025200","Census Tract 252, Philadelphia County, Pennsylvania","Census Tract 252, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008727",,,,,"42","101",,,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025200",,,"952423","0",7222,7222,19639.27,0.367732591811236,7222,3443,3779,7222,605,699,284,190,729,1348,421,809,1011,500,376,250,7222,659,6404,61,51,0,0,47,2622,1332,526,806,195,611,1290,648,642,34183,3178,2622,1271,1351,6854,2108,2235,4343,2511
"42101025300","Census Tract 253, Philadelphia County, Pennsylvania","Census Tract 253, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008728",,,,,"42","101",,,,"025300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025300",,,"581298","0",4489,4489,20000.85,0.224440422117786,4489,2049,2440,4489,354,379,270,115,482,549,773,465,679,295,75,53,4489,208,3965,0,133,0,70,113,1574,851,328,523,55,468,723,285,438,40813,2046,1574,986,588,4410,863,1037,1900,2510
"42101025400","Census Tract 254, Philadelphia County, Pennsylvania","Census Tract 254, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008729",,,,,"42","101",,,,"025400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025400",,,"769760","0",4584,4584,15423.65,0.297206010220897,4584,2161,2423,4584,171,288,137,197,196,562,653,577,775,473,313,242,4584,505,3768,56,24,0,48,183,1988,983,591,392,27,365,1005,462,543,52908,2121,1988,1320,668,4579,532,545,1077,3502
"42101025500","Census Tract 255, Philadelphia County, Pennsylvania","Census Tract 255, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008730",,,,,"42","101",,,,"025500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025500",,,"766603","0",2808,2808,9486.9,0.295987085654451,2808,1486,1322,2808,116,156,130,50,348,274,425,291,518,237,183,80,2808,875,1579,0,33,0,73,248,1126,597,491,106,45,61,529,306,223,62162,1222,1126,766,360,2808,218,360,578,2230
"42101025600","Census Tract 256, Philadelphia County, Pennsylvania","Census Tract 256, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008731",,,,,"42","101",,,,"025600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025600",,,"863997","1979",2634,2634,7895.894,0.333591120885502,2634,1350,1284,2634,61,132,116,32,228,266,354,421,413,376,172,63,2634,1375,1182,7,13,0,10,47,1141,696,461,235,24,211,445,198,247,81726,1234,1141,764,377,2452,89,234,323,2129
"42101025700","Census Tract 257, Philadelphia County, Pennsylvania","Census Tract 257, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008732",,,,,"42","101",,,,"025700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025700",,,"748205","0",3944,3944,13652.56,0.288883577838971,3944,1782,2162,3944,179,210,138,166,331,764,499,532,497,333,168,127,3944,1639,1433,0,306,0,385,181,1930,851,572,279,79,200,1079,386,693,56758,2010,1930,429,1501,3944,379,830,1209,2735
"42101025800","Census Tract 258, Philadelphia County, Pennsylvania","Census Tract 258, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008733",,,,,"42","101",,,,"025800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025800",,,"586719","0",1620,1620,7151.261,0.226533482008411,1620,670,950,1620,70,46,103,40,89,155,162,201,252,348,91,63,1620,76,1497,7,25,0,0,15,745,396,266,130,23,107,349,97,252,53233,820,745,536,209,1620,86,224,310,1310
"42101025900","Census Tract 259, Philadelphia County, Pennsylvania","Census Tract 259, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008734",,,,,"42","101",,,,"025900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025900",,,"549415","0",4812,4812,22684.17,0.212130326472555,4812,2156,2656,4812,127,229,267,161,474,892,611,552,800,496,135,68,4812,52,4585,0,29,0,0,146,2033,1047,583,464,24,440,986,342,644,45788,2283,2033,1309,724,4812,521,1054,1575,3237
"42101026000","Census Tract 260, Philadelphia County, Pennsylvania","Census Tract 260, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008735",,,,,"42","101",,,,"026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026000",,,"543433","0",3009,3009,14340.82,0.20982066326176,3009,1279,1730,3009,91,163,61,69,255,540,440,247,541,404,183,15,3009,165,2675,0,9,0,91,69,1257,870,384,486,90,396,387,135,252,45766,1323,1257,875,382,3009,361,838,1199,1810
"42101026100","Census Tract 261, Philadelphia County, Pennsylvania","Census Tract 261, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008736",,,,,"42","101",,,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026100",,,"649364","0",3671,3671,14641.78,0.250720852760708,3671,1620,2051,3671,261,110,225,77,191,650,239,507,522,514,228,147,3671,152,3484,0,0,6,0,29,1410,795,433,362,52,310,615,242,373,36289,1555,1410,986,424,3671,786,1146,1932,1739
